,id,comment,User  id,Photo id,created Timestamp,posted date,emoji used,Hashtags used count
63,64,love this product. fantastic.,36,3,13-04-2023 08:04,April 14,yes,2
64,65,exceeded expectations. highly recommend.,37,3,13-04-2023 08:04,April 14,yes,1
65,66,broke easily. waste of money.,38,3,13-04-2023 08:04,April 14,no,2
66,67,one star. bad experience. average product.,41,3,13-04-2023 08:04,April 14,yes,0
67,68,love this product. best purchase ever.,43,3,13-04-2023 08:04,April 14,no,5
68,69,does not work. missing features.,44,3,13-04-2023 08:04,April 14,no,6
69,70,awful. would not recommend.,50,3,13-04-2023 08:04,April 14,yes,2
70,71,great value. amazing features.,54,3,13-04-2023 08:04,April 14,yes,1
71,72,average product. fantastic.,57,3,13-04-2023 08:04,April 14,no,3
72,73,easy to use. amazing features. it's okay.,62,3,13-04-2023 08:04,April 14,yes,1
73,74,bad experience. broke easily. nothing special.,63,3,13-04-2023 08:04,April 14,no,2
74,75,amazing features. easy to use.,66,3,13-04-2023 08:04,April 14,no,4
75,76,works perfectly. five stars.,67,3,13-04-2023 08:04,April 14,yes,2
76,77,neither good nor bad. difficult to use.,70,3,13-04-2023 08:04,April 14,yes,1
77,78,easy to use. best purchase ever.,71,3,13-04-2023 08:04,April 14,no,2
78,79,five stars. amazing features.,75,3,13-04-2023 08:04,April 14,yes,0
79,80,wonderful experience. fantastic. average product.,76,3,13-04-2023 08:04,April 14,no,5
80,81,decent for the price. fantastic.,79,3,13-04-2023 08:04,April 14,no,6
81,82,love this product. easy to use.,91,3,13-04-2023 08:04,April 14,yes,2
82,83,works perfectly. wonderful experience.,97,3,13-04-2023 08:04,April 14,yes,1
83,84,neither good nor bad. wonderful experience.,5,4,13-04-2023 08:04,April 14,no,3
84,85,best purchase ever. highly recommend. some pros and cons.,6,4,13-04-2023 08:04,April 14,yes,1
85,86,customer service was bad. missing features.,8,4,13-04-2023 08:04,April 14,no,2
86,87,very disappointed. worst purchase. decent for the price.,11,4,13-04-2023 08:04,April 14,no,4
87,88,works perfectly. highly recommend. some pros and cons.,14,4,13-04-2023 08:04,April 14,yes,2
88,89,difficult to use. missing features.,15,4,13-04-2023 08:04,April 14,yes,1
89,90,waste of money. awful. nothing special.,18,4,13-04-2023 08:04,April 14,no,2
90,91,one star. one star.,20,4,13-04-2023 08:04,April 14,yes,0
91,92,amazing features. love this product.,21,4,13-04-2023 08:04,April 14,no,5
92,93,works perfectly. wonderful experience.,22,4,13-04-2023 08:04,April 14,no,6
93,94,could be better. broke easily.,24,4,13-04-2023 08:04,April 14,yes,2
94,95,love this product. excellent quality.,26,4,13-04-2023 08:04,April 14,yes,1
95,96,missing features. very disappointed.,33,4,13-04-2023 08:04,April 14,no,3
96,97,missing features. does not work. decent for the price.,36,4,13-04-2023 08:04,April 14,yes,1
97,98,very satisfied. works perfectly.,41,4,13-04-2023 08:04,April 14,no,2
98,99,best purchase ever. works perfectly. some pros and cons.,42,4,13-04-2023 08:04,April 14,no,4
99,100,would not recommend. customer service was bad.,47,4,13-04-2023 08:04,April 14,yes,2
100,101,difficult to use. worst purchase.,50,4,13-04-2023 08:04,April 14,yes,1
101,102,it's okay. waste of money.,54,4,13-04-2023 08:04,April 14,no,2
102,103,neither good nor bad. waste of money.,57,4,13-04-2023 08:04,April 14,yes,0
103,104,very disappointed. one star.,66,4,13-04-2023 08:04,April 14,no,5
104,105,broke easily. does not work.,67,4,13-04-2023 08:04,April 14,no,6
105,106,fantastic. five stars. works as expected.,71,4,13-04-2023 08:04,April 14,yes,2
106,107,awful. terrible product.,75,4,13-04-2023 08:04,April 14,yes,1
107,108,excellent quality. very satisfied.,76,4,13-04-2023 08:04,April 14,no,3
108,109,amazing features. easy to use. met expectations.,79,4,13-04-2023 08:04,April 14,yes,1
109,110,works perfectly. works perfectly.,85,4,13-04-2023 08:04,April 14,no,2
110,111,waste of money. waste of money.,91,4,13-04-2023 08:04,April 14,no,4
111,112,very disappointed. terrible product.,95,4,13-04-2023 08:04,April 14,yes,2
112,113,love this product. best purchase ever.,97,4,13-04-2023 08:04,April 14,yes,1
113,114,very disappointed. awful.,98,4,13-04-2023 08:04,April 14,no,2
114,115,fantastic. love this product.,100,4,13-04-2023 08:04,April 14,yes,0
115,116,fantastic. excellent quality.,5,5,13-04-2023 08:04,April 14,no,5
116,117,neither good nor bad. one star.,14,5,13-04-2023 08:04,April 14,no,6
117,118,amazing features. easy to use.,17,5,13-04-2023 08:04,April 14,yes,2
118,119,very disappointed. worst purchase.,21,5,13-04-2023 08:04,April 14,yes,1
119,120,missing features. would not recommend.,22,5,13-04-2023 08:04,April 14,no,3
120,121,would not recommend. very disappointed.,24,5,13-04-2023 08:04,April 14,yes,1
121,122,missing features. waste of money.,26,5,13-04-2023 08:04,April 14,no,2
122,123,bad experience. very disappointed.,28,5,13-04-2023 08:04,April 14,no,4
123,124,very disappointed. very disappointed. nothing special.,36,5,13-04-2023 08:04,April 14,yes,2
124,125,could be better. awful.,41,5,13-04-2023 08:04,April 14,yes,1
125,126,would not recommend. very disappointed.,42,5,13-04-2023 08:04,April 14,no,2
126,127,could be better. wonderful experience.,44,5,13-04-2023 08:04,April 14,yes,0
127,128,very satisfied. highly recommend.,48,5,13-04-2023 08:04,April 14,no,5
128,129,terrible product. worst purchase.,54,5,13-04-2023 08:04,April 14,no,6
129,130,love this product. very satisfied.,57,5,13-04-2023 08:04,April 14,yes,2
130,131,one star. poor quality.,60,5,13-04-2023 08:04,April 14,yes,1
131,132,waste of money. missing features.,66,5,13-04-2023 08:04,April 14,no,3
132,133,it's okay. one star.,71,5,13-04-2023 08:04,April 14,yes,1
133,134,exceeded expectations. amazing features. works as expected.,72,5,13-04-2023 08:04,April 14,no,2
134,135,met expectations. wonderful experience.,75,5,13-04-2023 08:04,April 14,no,4
135,136,decent for the price. works perfectly.,76,5,13-04-2023 08:04,April 14,yes,2
136,137,some pros and cons. missing features.,79,5,13-04-2023 08:04,April 14,yes,1
137,138,terrible product. missing features.,84,5,13-04-2023 08:04,April 14,no,2
138,139,does not work. very disappointed.,91,5,13-04-2023 08:04,April 14,yes,0
139,140,it's okay. difficult to use.,94,5,13-04-2023 08:04,April 14,no,5
140,141,some pros and cons. great value.,95,5,13-04-2023 08:04,April 14,no,6
141,142,average product. broke easily.,97,5,13-04-2023 08:04,April 14,yes,2
142,143,would not recommend. bad experience. could be better.,5,6,13-04-2023 08:04,April 14,yes,1
143,144,highly recommend. five stars.,6,6,13-04-2023 08:04,April 14,no,3
144,145,decent for the price. customer service was bad.,11,6,13-04-2023 08:04,April 14,yes,1
145,146,one star. worst purchase.,14,6,13-04-2023 08:04,April 14,no,2
146,147,awful. one star.,19,6,13-04-2023 08:04,April 14,no,4
147,148,fantastic. great value.,21,6,13-04-2023 08:04,April 14,yes,2
148,149,missing features. very disappointed. could be better.,24,6,13-04-2023 08:04,April 14,yes,1
149,150,waste of money. worst purchase.,26,6,13-04-2023 08:04,April 14,no,2
150,151,does not work. awful.,36,6,13-04-2023 08:04,April 14,yes,0
151,152,would not recommend. missing features. some pros and cons.,41,6,13-04-2023 08:04,April 14,no,5
152,153,met expectations. excellent quality.,46,6,13-04-2023 08:04,April 14,no,6
153,154,works as expected. amazing features.,47,6,13-04-2023 08:04,April 14,yes,2
154,155,love this product. wonderful experience.,52,6,13-04-2023 08:04,April 14,yes,1
155,156,difficult to use. terrible product.,54,6,13-04-2023 08:04,April 14,no,3
156,157,bad experience. awful.,57,6,13-04-2023 08:04,April 14,yes,1
157,158,does not work. broke easily.,61,6,13-04-2023 08:04,April 14,no,2
158,159,fantastic. works perfectly. works as expected.,62,6,13-04-2023 08:04,April 14,no,4
159,160,poor quality. customer service was bad.,66,6,13-04-2023 08:04,April 14,yes,2
160,161,easy to use. works perfectly.,71,6,13-04-2023 08:04,April 14,yes,1
161,162,terrible product. difficult to use.,73,6,13-04-2023 08:04,April 14,no,2
162,163,difficult to use. does not work. could be better.,75,6,13-04-2023 08:04,April 14,yes,0
163,164,terrible product. one star. average product.,76,6,13-04-2023 08:04,April 14,no,5
164,165,nothing special. waste of money.,78,6,13-04-2023 08:04,April 14,no,6
165,166,difficult to use. waste of money. works as expected.,84,6,13-04-2023 08:04,April 14,yes,2
166,167,excellent quality. love this product.,91,6,13-04-2023 08:04,April 14,yes,1
167,168,easy to use. easy to use. decent for the price.,93,6,13-04-2023 08:04,April 14,no,3
168,169,five stars. works perfectly.,97,6,13-04-2023 08:04,April 14,yes,1
169,170,fantastic. exceeded expectations.,99,6,13-04-2023 08:04,April 14,no,2
170,171,missing features. awful.,100,6,13-04-2023 08:04,April 14,no,4
171,172,customer service was bad. would not recommend. average product.,5,7,13-04-2023 08:04,April 14,yes,2
172,173,great value. best purchase ever.,9,7,13-04-2023 08:04,April 14,yes,1
173,174,very disappointed. worst purchase.,10,7,13-04-2023 08:04,April 14,no,2
174,175,amazing features. very satisfied.,11,7,13-04-2023 08:04,April 14,yes,0
175,176,worst purchase. bad experience.,14,7,13-04-2023 08:04,April 14,no,5
176,177,excellent quality. five stars.,19,7,13-04-2023 08:04,April 14,no,6
177,178,does not work. worst purchase. could be better.,21,7,13-04-2023 08:04,April 14,yes,2
178,179,met expectations. fantastic.,24,7,13-04-2023 08:04,April 14,yes,1
179,180,works perfectly. works perfectly.,27,7,13-04-2023 08:04,April 14,no,3
180,181,worst purchase. poor quality. some pros and cons.,33,7,13-04-2023 08:04,April 14,yes,1
181,182,broke easily. awful.,36,7,13-04-2023 08:04,April 14,no,2
182,183,met expectations. does not work.,40,7,13-04-2023 08:04,April 14,no,4
183,184,best purchase ever. amazing features.,41,7,13-04-2023 08:04,April 14,yes,2
184,185,love this product. easy to use.,42,7,13-04-2023 08:04,April 14,yes,1
185,186,broke easily. worst purchase. neither good nor bad.,54,7,13-04-2023 08:04,April 14,no,2
186,187,worst purchase. difficult to use. decent for the price.,56,7,13-04-2023 08:04,April 14,yes,0
187,188,broke easily. difficult to use.,57,7,13-04-2023 08:04,April 14,no,5
188,189,best purchase ever. easy to use. could be better.,63,7,13-04-2023 08:04,April 14,no,6
189,190,works as expected. awful.,66,7,13-04-2023 08:04,April 14,yes,2
190,191,awful. terrible product.,70,7,13-04-2023 08:04,April 14,yes,1
191,192,bad experience. worst purchase.,71,7,13-04-2023 08:04,April 14,no,3
192,193,customer service was bad. broke easily.,75,7,13-04-2023 08:04,April 14,yes,1
193,194,works perfectly. exceeded expectations.,76,7,13-04-2023 08:04,April 14,no,2
194,195,great value. five stars.,87,7,13-04-2023 08:04,April 14,no,4
195,196,highly recommend. great value.,91,7,13-04-2023 08:04,April 14,yes,2
196,197,awful. customer service was bad.,92,7,13-04-2023 08:04,April 14,yes,1
197,198,terrible product. waste of money.,97,7,13-04-2023 08:04,April 14,no,2
198,199,broke easily. worst purchase.,2,8,13-04-2023 08:04,April 14,yes,0
199,200,fantastic. exceeded expectations.,5,8,13-04-2023 08:04,April 14,no,5
200,201,would not recommend. broke easily.,8,8,13-04-2023 08:04,April 14,no,6
201,202,excellent quality. amazing features. it's okay.,14,8,13-04-2023 08:04,April 14,yes,2
202,203,waste of money. very disappointed.,17,8,13-04-2023 08:04,April 14,yes,1
203,204,worst purchase. terrible product. works as expected.,19,8,13-04-2023 08:04,April 14,no,3
204,205,awful. does not work.,21,8,13-04-2023 08:04,April 14,yes,1
205,206,highly recommend. great value. some pros and cons.,24,8,13-04-2023 08:04,April 14,no,2
206,207,some pros and cons. excellent quality.,27,8,13-04-2023 08:04,April 14,no,4
207,208,fantastic. amazing features.,30,8,13-04-2023 08:04,April 14,yes,2
208,209,met expectations. great value.,32,8,13-04-2023 08:04,April 14,yes,1
209,210,one star. bad experience.,33,8,13-04-2023 08:04,April 14,no,2
210,211,wonderful experience. works perfectly.,36,8,13-04-2023 08:04,April 14,yes,0
211,212,very disappointed. awful.,37,8,13-04-2023 08:04,April 14,no,5
212,213,amazing features. wonderful experience.,39,8,13-04-2023 08:04,April 14,no,6
213,214,broke easily. very disappointed. decent for the price.,41,8,13-04-2023 08:04,April 14,yes,2
214,215,neither good nor bad. exceeded expectations.,43,8,13-04-2023 08:04,April 14,yes,1
215,216,wonderful experience. wonderful experience. average product.,44,8,13-04-2023 08:04,April 14,no,3
216,217,excellent quality. five stars. works as expected.,46,8,13-04-2023 08:04,April 14,yes,1
217,218,decent for the price. highly recommend.,52,8,13-04-2023 08:04,April 14,no,2
218,219,love this product. five stars. met expectations.,54,8,13-04-2023 08:04,April 14,no,4
219,220,customer service was bad. bad experience.,56,8,13-04-2023 08:04,April 14,yes,2
220,221,neither good nor bad. love this product.,57,8,13-04-2023 08:04,April 14,yes,1
221,222,average product. wonderful experience.,63,8,13-04-2023 08:04,April 14,no,2
222,223,amazing features. easy to use.,66,8,13-04-2023 08:04,April 14,yes,0
223,224,highly recommend. very satisfied. works as expected.,71,8,13-04-2023 08:04,April 14,no,5
224,225,bad experience. waste of money.,72,8,13-04-2023 08:04,April 14,no,6
225,226,amazing features. great value.,73,8,13-04-2023 08:04,April 14,yes,2
226,227,poor quality. bad experience. it's okay.,75,8,13-04-2023 08:04,April 14,yes,1
227,228,one star. broke easily.,76,8,13-04-2023 08:04,April 14,no,3
228,229,awful. broke easily.,82,8,13-04-2023 08:04,April 14,yes,1
229,230,fantastic. five stars.,84,8,13-04-2023 08:04,April 14,no,2
230,231,easy to use. love this product.,85,8,13-04-2023 08:04,April 14,no,4
231,232,amazing features. five stars. met expectations.,91,8,13-04-2023 08:04,April 14,yes,2
232,233,fantastic. exceeded expectations.,93,8,13-04-2023 08:04,April 14,yes,1
233,234,poor quality. customer service was bad.,94,8,13-04-2023 08:04,April 14,no,2
234,235,some pros and cons. very satisfied.,96,8,13-04-2023 08:04,April 14,yes,0
235,236,some pros and cons. very disappointed.,100,8,13-04-2023 08:04,April 14,no,5
236,237,fantastic. excellent quality.,2,9,13-04-2023 08:04,April 14,no,6
237,238,would not recommend. worst purchase.,3,9,13-04-2023 08:04,April 14,yes,2
238,239,poor quality. poor quality. it's okay.,5,9,13-04-2023 08:04,April 14,yes,1
239,240,met expectations. missing features.,14,9,13-04-2023 08:04,April 14,no,3
240,241,awful. poor quality.,19,9,13-04-2023 08:04,April 14,yes,1
241,242,highly recommend. highly recommend.,21,9,13-04-2023 08:04,April 14,no,2
242,243,worst purchase. customer service was bad. met expectations.,24,9,13-04-2023 08:04,April 14,no,4
243,244,wonderful experience. works perfectly. neither good nor bad.,26,9,13-04-2023 08:04,April 14,yes,2
244,245,great value. easy to use. average product.,36,9,13-04-2023 08:04,April 14,yes,1
245,246,awful. missing features.,40,9,13-04-2023 08:04,April 14,no,2
246,247,wonderful experience. very satisfied. it's okay.,41,9,13-04-2023 08:04,April 14,yes,0
247,248,best purchase ever. wonderful experience.,50,9,13-04-2023 08:04,April 14,no,5
248,249,highly recommend. five stars. it's okay.,54,9,13-04-2023 08:04,April 14,no,6
249,250,decent for the price. highly recommend.,57,9,13-04-2023 08:04,April 14,yes,2
250,251,worst purchase. does not work.,61,9,13-04-2023 08:04,April 14,yes,1
251,252,excellent quality. fantastic.,65,9,13-04-2023 08:04,April 14,no,3
252,253,would not recommend. customer service was bad. average product.,66,9,13-04-2023 08:04,April 14,yes,1
253,254,very satisfied. five stars.,69,9,13-04-2023 08:04,April 14,no,2
254,255,broke easily. missing features.,71,9,13-04-2023 08:04,April 14,no,4
255,256,awful. one star. neither good nor bad.,75,9,13-04-2023 08:04,April 14,yes,2
256,257,some pros and cons. highly recommend.,76,9,13-04-2023 08:04,April 14,yes,1
257,258,met expectations. amazing features.,85,9,13-04-2023 08:04,April 14,no,2
258,259,decent for the price. awful.,91,9,13-04-2023 08:04,April 14,yes,0
259,260,exceeded expectations. wonderful experience. average product.,95,9,13-04-2023 08:04,April 14,no,5
260,261,bad experience. terrible product. met expectations.,98,9,13-04-2023 08:04,April 14,no,6
261,262,love this product. works perfectly. nothing special.,2,10,13-04-2023 08:04,April 14,yes,2
262,263,exceeded expectations. excellent quality.,5,10,13-04-2023 08:04,April 14,yes,1
263,264,fantastic. exceeded expectations.,9,10,13-04-2023 08:04,April 14,no,3
264,265,wonderful experience. highly recommend.,12,10,13-04-2023 08:04,April 14,yes,1
265,266,terrible product. difficult to use.,14,10,13-04-2023 08:04,April 14,no,2
266,267,easy to use. best purchase ever.,21,10,13-04-2023 08:04,April 14,no,4
267,268,awful. awful.,24,10,13-04-2023 08:04,April 14,yes,2
268,269,works as expected. customer service was bad.,26,10,13-04-2023 08:04,April 14,yes,1
269,270,excellent quality. excellent quality.,36,10,13-04-2023 08:04,April 14,no,2
270,271,bad experience. missing features. some pros and cons.,38,10,13-04-2023 08:04,April 14,yes,0
271,272,met expectations. very satisfied.,41,10,13-04-2023 08:04,April 14,no,5
272,273,some pros and cons. wonderful experience.,46,10,13-04-2023 08:04,April 14,no,6
273,274,some pros and cons. love this product.,54,10,13-04-2023 08:04,April 14,yes,2
274,275,great value. works perfectly.,57,10,13-04-2023 08:04,April 14,yes,1
275,276,does not work. one star. works as expected.,66,10,13-04-2023 08:04,April 14,no,3
276,277,waste of money. worst purchase.,67,10,13-04-2023 08:04,April 14,yes,1
277,278,missing features. one star. decent for the price.,71,10,13-04-2023 08:04,April 14,no,2
278,279,easy to use. very satisfied.,73,10,13-04-2023 08:04,April 14,no,4
279,280,easy to use. exceeded expectations. decent for the price.,75,10,13-04-2023 08:04,April 14,yes,2
280,281,works perfectly. highly recommend.,76,10,13-04-2023 08:04,April 14,yes,1
281,282,nothing special. bad experience.,84,10,13-04-2023 08:04,April 14,no,2
282,283,best purchase ever. highly recommend.,87,10,13-04-2023 08:04,April 14,yes,0
283,284,worst purchase. missing features.,91,10,13-04-2023 08:04,April 14,no,5
284,285,easy to use. fantastic.,100,10,13-04-2023 08:04,April 14,no,6
285,286,highly recommend. highly recommend. met expectations.,3,11,13-04-2023 08:04,April 14,yes,2
286,287,broke easily. bad experience.,5,11,13-04-2023 08:04,April 14,yes,1
287,288,amazing features. best purchase ever. some pros and cons.,14,11,13-04-2023 08:04,April 14,no,3
288,289,love this product. best purchase ever. nothing special.,20,11,13-04-2023 08:04,April 14,yes,1
289,290,difficult to use. worst purchase.,21,11,13-04-2023 08:04,April 14,no,2
290,291,average product. love this product.,24,11,13-04-2023 08:04,April 14,no,4
291,292,neither good nor bad. very disappointed.,27,11,13-04-2023 08:04,April 14,yes,2
292,293,exceeded expectations. best purchase ever. some pros and cons.,31,11,13-04-2023 08:04,April 14,yes,1
293,294,waste of money. poor quality.,36,11,13-04-2023 08:04,April 14,no,2
294,295,five stars. works perfectly.,38,11,13-04-2023 08:04,April 14,yes,0
295,296,would not recommend. does not work.,41,11,13-04-2023 08:04,April 14,no,5
296,297,difficult to use. would not recommend.,50,11,13-04-2023 08:04,April 14,no,6
297,298,five stars. exceeded expectations.,52,11,13-04-2023 08:04,April 14,yes,2
298,299,worst purchase. does not work. average product.,54,11,13-04-2023 08:04,April 14,yes,1
299,300,easy to use. highly recommend. nothing special.,55,11,13-04-2023 08:04,April 14,no,3
300,301,amazing features. easy to use.,57,11,13-04-2023 08:04,April 14,yes,1
301,302,one star. awful.,66,11,13-04-2023 08:04,April 14,no,2
302,303,five stars. love this product.,71,11,13-04-2023 08:04,April 14,no,4
303,304,excellent quality. fantastic.,73,11,13-04-2023 08:04,April 14,yes,2
304,305,very disappointed. would not recommend.,75,11,13-04-2023 08:04,April 14,yes,1
305,306,wonderful experience. excellent quality.,76,11,13-04-2023 08:04,April 14,no,2
306,307,broke easily. does not work.,78,11,13-04-2023 08:04,April 14,yes,0
307,308,very disappointed. does not work.,82,11,13-04-2023 08:04,April 14,no,5
308,309,love this product. best purchase ever.,84,11,13-04-2023 08:04,April 14,no,6
309,310,best purchase ever. very satisfied. neither good nor bad.,91,11,13-04-2023 08:04,April 14,yes,2
310,311,works perfectly. excellent quality. works as expected.,92,11,13-04-2023 08:04,April 14,yes,1
311,312,missing features. poor quality. met expectations.,99,11,13-04-2023 08:04,April 14,no,3
312,313,very disappointed. customer service was bad. works as expected.,5,12,13-04-2023 08:04,April 14,yes,1
313,314,decent for the price. great value.,14,12,13-04-2023 08:04,April 14,no,2
314,315,would not recommend. bad experience.,17,12,13-04-2023 08:04,April 14,no,4
315,316,excellent quality. wonderful experience. met expectations.,18,12,13-04-2023 08:04,April 14,yes,2
316,317,easy to use. works perfectly.,21,12,13-04-2023 08:04,April 14,yes,1
317,318,excellent quality. exceeded expectations.,22,12,13-04-2023 08:04,April 14,no,2
318,319,waste of money. missing features.,24,12,13-04-2023 08:04,April 14,yes,0
319,320,nothing special. terrible product.,32,12,13-04-2023 08:04,April 14,no,5
320,321,highly recommend. highly recommend.,36,12,13-04-2023 08:04,April 14,no,6
321,322,bad experience. does not work.,37,12,13-04-2023 08:04,April 14,yes,2
322,323,easy to use. excellent quality. decent for the price.,38,12,13-04-2023 08:04,April 14,yes,1
323,324,great value. love this product.,40,12,13-04-2023 08:04,April 14,no,3
324,325,poor quality. waste of money.,41,12,13-04-2023 08:04,April 14,yes,1
325,326,five stars. exceeded expectations.,44,12,13-04-2023 08:04,April 14,no,2
326,327,highly recommend. excellent quality.,54,12,13-04-2023 08:04,April 14,no,4
327,328,wonderful experience. very satisfied.,57,12,13-04-2023 08:04,April 14,yes,2
328,329,awful. missing features.,63,12,13-04-2023 08:04,April 14,yes,1
329,330,terrible product. worst purchase.,66,12,13-04-2023 08:04,April 14,no,2
330,331,easy to use. excellent quality.,69,12,13-04-2023 08:04,April 14,yes,0
331,332,does not work. waste of money.,71,12,13-04-2023 08:04,April 14,no,5
332,333,missing features. difficult to use.,73,12,13-04-2023 08:04,April 14,no,6
333,334,fantastic. love this product.,75,12,13-04-2023 08:04,April 14,yes,2
334,335,highly recommend. exceeded expectations.,76,12,13-04-2023 08:04,April 14,yes,1
335,336,decent for the price. very disappointed.,78,12,13-04-2023 08:04,April 14,no,3
336,337,awful. awful.,91,12,13-04-2023 08:04,April 14,yes,1
337,338,would not recommend. customer service was bad. some pros and cons.,98,12,13-04-2023 08:04,April 14,no,2
338,339,worst purchase. waste of money. could be better.,99,12,13-04-2023 08:04,April 14,no,4
339,340,one star. poor quality. it's okay.,2,13,13-04-2023 08:04,April 14,yes,2
340,341,broke easily. customer service was bad.,5,13,13-04-2023 08:04,April 14,yes,1
341,342,would not recommend. waste of money.,9,13,13-04-2023 08:04,April 14,no,2
342,343,neither good nor bad. one star.,10,13,13-04-2023 08:04,April 14,yes,0
343,344,customer service was bad. waste of money.,12,13,13-04-2023 08:04,April 14,no,5
344,345,exceeded expectations. amazing features.,13,13,13-04-2023 08:04,April 14,no,6
